"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.642723201E2,1.448047042E0,6.552562714E0,5.618529320E0
2.642773201E2,1.753260255E0,6.497455120E0,7.274145126E0
2.642823201E2,1.310994983E0,5.923219204E0,8.477236748E0
2.642873201E2,4.254466891E-1,4.955947876E0,9.318899155E0
2.642923201E2,-4.910095930E-1,3.728540897E0,9.830433846E0
2.642973201E2,-1.267653704E0,2.478254795E0,9.949435234E0
2.643023201E2,-1.824917197E0,1.364183903E0,9.582838058E0
2.643073201E2,-2.105999231E0,6.364831924E-1,8.697460175E0
2.643123201E2,-2.188216686E0,3.645653725E-1,7.616526604E0
2.643173201E2,-2.063637972E0,4.642891884E-1,6.698481560E0
2.643223201E2,-1.769487143E0,6.780247688E-1,6.094425201E0
2.643273201E2,-1.530114532E0,8.082342148E-1,5.842337608E0
2.643323201E2,-1.431688547E0,8.237714767E-1,5.932247162E0
2.643373201E2,-1.325362682E0,5.474691391E-1,5.915124893E0
2.643423201E2,-1.441437125E0,3.027782440E-1,5.640456200E0
2.643473201E2,-1.680339336E0,7.331418991E-2,5.049346924E0
2.643523201E2,-1.801932216E0,-1.598405838E-1,4.263564110E0
2.643573201E2,-1.774400473E0,-3.711328506E-1,3.319192886E0
2.643623201E2,-1.576340675E0,-5.086293221E-1,2.167085648E0
2.643673201E2,-1.298511982E0,-5.669288635E-1,9.527158737E-1
2.643723201E2,-9.390666485E-1,-5.181262493E-1,-1.272249222E-1
2.643773201E2,-4.086531401E-1,-4.388399124E-1,-9.491014481E-1
2.643823201E2,2.262290716E-1,-3.445911407E-1,-1.522095680E0
2.643873201E2,7.878643274E-1,-2.625803947E-1,-1.900617599E0
2.643923201E2,1.203445673E0,-2.486066818E-1,-2.124467850E0
2.643973201E2,1.540096045E0,-2.909111977E-1,-2.174238682E0
2.644023201E2,1.883866072E0,-4.012351036E-1,-2.083365917E0
2.644073201E2,2.234596968E0,-5.539906025E-1,-1.879388809E0
2.644123201E2,2.478887796E0,-7.070002556E-1,-1.604063511E0
2.644173201E2,2.656871319E0,-8.836078644E-1,-1.202125549E0
2.644223201E2,2.786065102E0,-1.131627798E0,-7.585930824E-1
2.644273201E2,2.788108826E0,-1.408067226E0,-3.419208527E-1
2.644323201E2,2.639707565E0,-1.675611019E0,-7.303905487E-2
2.644373201E2,2.403277397E0,-1.921009779E0,2.198886871E-2
2.644423201E2,2.254979134E0,-2.119242907E0,-5.989074707E-2
2.644473201E2,2.240809679E0,-2.280513763E0,-2.183017731E-1
2.644523201E2,2.317402124E0,-2.404739380E0,-4.195146561E-1
2.644573201E2,2.453301668E0,-2.495198727E0,-6.444873810E-1
2.644623201E2,2.637768745E0,-2.567134142E0,-8.975253105E-1
2.644673201E2,2.843478680E0,-2.638221025E0,-1.158016682E0
2.644723201E2,3.003890514E0,-2.738911629E0,-1.398141384E0
2.644773201E2,3.057528973E0,-2.839921236E0,-1.602946758E0
2.644823201E2,3.067475319E0,-2.945565701E0,-1.868940830E0
2.644873201E2,3.077241421E0,-3.054285049E0,-2.188616276E0
2.644923201E2,3.099741459E0,-3.126265287E0,-2.562884331E0
2.644973201E2,3.173526287E0,-3.126345396E0,-2.926578999E0
2.645023201E2,3.272164822E0,-3.129216671E0,-3.368879318E0
2.645073201E2,3.351415157E0,-3.109212399E0,-3.891472340E0
2.645123201E2,3.414143085E0,-3.066792965E0,-4.469232559E0
2.645173201E2,3.474959850E0,-3.004791260E0,-5.025036812E0
2.645223201E2,3.527207613E0,-2.939409733E0,-5.506422997E0
2.645273201E2,3.547598600E0,-2.940826893E0,-5.930659771E0
2.645323201E2,3.529018879E0,-2.925023556E0,-6.307298660E0
2.645373201E2,3.564824581E0,-2.855331182E0,-6.641972542E0
2.645423201E2,3.614000320E0,-2.725242138E0,-6.995561600E0
2.645473201E2,3.630465031E0,-2.556763649E0,-7.408460140E0
2.645523201E2,3.574183941E0,-2.417991877E0,-7.799299240E0
2.645573201E2,3.479167461E0,-2.322041035E0,-8.092411995E0
2.645623201E2,3.297154903E0,-2.271562338E0,-8.265941620E0
2.645673201E2,3.016783476E0,-2.209473133E0,-8.280900002E0
2.645723201E2,2.663282871E0,-2.113396168E0,-8.015469551E0
2.645773201E2,2.440513611E0,-2.069942951E0,-7.415927410E0
2.645823201E2,2.459211349E0,-2.130326748E0,-6.547214508E0
2.645873201E2,2.427876711E0,-2.140482664E0,-5.636313438E0
2.645923201E2,2.318764448E0,-2.078575373E0,-4.766488075E0
2.645973201E2,2.337916136E0,-1.954187632E0,-4.122487068E0
2.646023201E2,2.541649103E0,-1.714463115E0,-3.790844440E0
2.646073201E2,2.831588745E0,-1.256211519E0,-3.656890869E0
2.646123201E2,3.329658747E0,-7.286250591E-1,-3.611697197E0
2.646173201E2,4.157359600E0,-3.453497887E-1,-3.768802643E0
2.646223201E2,5.040572166E0,-2.637076378E-2,-4.072731018E0
2.646273201E2,5.606026649E0,3.564486504E-1,-4.324503422E0
2.646323201E2,5.743494034E0,7.927188873E-1,-4.357429504E0
2.646373201E2,5.577062130E0,1.259317160E0,-4.065240860E0
2.646423201E2,5.036660194E0,1.761284590E0,-3.181004524E0
2.646473201E2,4.317831993E0,2.288351536E0,-1.442310333E0
2.646523201E2,3.798596859E0,2.753055096E0,1.230731964E0
2.646573201E2,3.164692879E0,2.826330423E0,4.832453728E0
2.646623201E2,2.755319595E0,2.523241282E0,8.988620758E0
2.646673201E2,2.643705130E0,1.838201046E0,1.330926132E1
2.646723201E2,2.672040224E0,9.823873043E-1,1.767877769E1
2.646773201E2,2.732882023E0,7.915329933E-2,2.180053711E1
2.646823201E2,2.458621979E0,-6.414015293E-1,2.517187309E1
2.646873201E2,1.377269030E0,-9.440932274E-1,2.739050293E1
2.646923201E2,2.781257629E-1,-1.049343824E0,2.816360855E1
2.646973201E2,-6.025474072E-1,-1.108493567E0,2.709383774E1
2.647023201E2,-1.483329058E0,-1.012544632E0,2.444525909E1
2.647073201E2,-2.192996264E0,-7.754743099E-1,2.097490692E1
2.647123201E2,-2.605785847E0,-4.422638416E-1,1.768110085E1
2.647173201E2,-2.959101200E0,-1.458263397E-2,1.474161530E1
2.647223201E2,-3.239476442E0,4.005744457E-1,1.205591202E1
2.647273201E2,-2.972243786E0,8.793776035E-1,9.481910706E0
2.647323201E2,-2.536294699E0,1.235245228E0,6.900569916E0
2.647373201E2,-2.225533962E0,1.586348534E0,4.527587891E0
2.647423201E2,-1.998969555E0,1.916705132E0,2.573918343E0
2.647473201E2,-1.823209882E0,2.008649826E0,1.151471138E0
2.647523201E2,-1.765655041E0,1.994180441E0,3.049869537E-1
2.647573201E2,-1.787803531E0,1.939645290E0,-9.113121033E-2
2.647623201E2,-1.818307877E0,1.850306511E0,-3.361597061E-1
2.647673201E2,-1.881310940E0,1.793824434E0,-6.216869354E-1
2.647723201E2,-1.945612192E0,1.765643120E0,-9.990396500E-1
2.647773201E2,-2.000009298E0,1.769804001E0,-1.340617657E0
2.647823201E2,-2.076056004E0,1.834149122E0,-1.552752972E0
2.647873201E2,-2.163919926E0,1.912666082E0,-1.629890919E0
2.647923201E2,-2.194034338E0,2.032542944E0,-1.585689545E0
2.647973201E2,-2.157806635E0,2.180410624E0,-1.481860161E0
2.648023201E2,-1.943193555E0,2.312339783E0,-1.432292461E0
2.648073201E2,-1.573857546E0,2.435316324E0,-1.489869118E0
2.648123201E2,-1.106729269E0,2.516165018E0,-1.619236469E0
2.648173201E2,-7.087422609E-1,2.609619856E0,-1.904857159E0
2.648223201E2,-3.835859299E-1,2.952778339E0,-2.350113869E0
2.648273201E2,-4.105347395E-2,3.096609831E0,-2.989114761E0
2.648323201E2,1.310877800E-1,3.185532570E0,-3.875739098E0
2.648373201E2,1.677404046E-1,3.358596802E0,-4.805160999E0
2.648423201E2,2.382634878E-1,3.437473774E0,-5.647557259E0
2.648473201E2,3.444966078E-1,3.447348118E0,-6.361861706E0
2.648523201E2,3.994810581E-1,3.428928852E0,-6.905482769E0
2.648573201E2,4.236096144E-1,3.418275356E0,-7.191178799E0
2.648623201E2,3.532258868E-1,3.414934397E0,-7.272528172E0
2.648673201E2,3.402727842E-1,3.423274755E0,-7.169664383E0
2.648723201E2,2.276334167E-1,3.202448845E0,-6.776825905E0
2.648773201E2,-3.337323666E-2,2.874556303E0,-6.156101227E0
2.648823201E2,-4.429035187E-1,2.474914074E0,-5.250065327E0
2.648873201E2,-8.323081732E-1,2.016981602E0,-4.051204205E0
2.648923201E2,-1.212831259E0,1.471693516E0,-2.742554188E0
2.648973201E2,-1.508257627E0,1.015340805E0,-1.565863132E0
2.649023201E2,-1.678944468E0,5.119554996E-1,-6.669807434E-1
2.649073201E2,-1.759256482E0,1.383996010E-2,4.272937775E-2
2.649123201E2,-1.706295371E0,-4.178681374E-1,2.305212021E-1
2.649173201E2,-1.534744740E0,-8.678534031E-1,-1.146926880E-1
2.649223201E2,-1.687345982E0,-1.279071093E0,-7.985801697E-1
2.649273201E2,-1.709981322E0,-1.698355436E0,-1.818120003E0
2.649323201E2,-1.708664060E0,-2.191747189E0,-3.039803028E0
2.649373201E2,-1.769112468E0,-2.620051146E0,-4.332381248E0
2.649423201E2,-1.957229018E0,-3.057602644E0,-5.648612022E0
2.649473201E2,-2.113606930E0,-3.442528248E0,-6.934297562E0
2.649523201E2,-2.260534286E0,-3.778136492E0,-8.098081589E0
2.649573201E2,-2.490991354E0,-4.171339512E0,-9.123341560E0
2.649623201E2,-2.789762497E0,-4.574852943E0,-1.001830006E1
2.649673201E2,-3.105898380E0,-4.825325012E0,-1.069209290E1
2.649723201E2,-3.306553841E0,-5.001094341E0,-1.113557339E1
2.649773201E2,-3.405861378E0,-5.176510811E0,-1.123397160E1
2.649823201E2,-3.476508856E0,-5.374016285E0,-1.104581928E1
2.649873201E2,-3.472800732E0,-5.532647133E0,-1.057771301E1
2.649923201E2,-3.373202801E0,-5.583449364E0,-9.743727684E0
2.649973201E2,-3.315722466E0,-5.582849503E0,-8.679634094E0
2.650023201E2,-3.417318106E0,-5.629163742E0,-7.612563133E0
2.650073201E2,-3.645078897E0,-5.699762344E0,-6.734500885E0
2.650123201E2,-4.179676056E0,-5.517727852E0,-5.966107368E0
2.650173201E2,-4.824212074E0,-5.165437698E0,-5.354894638E0
2.650223201E2,-5.174842358E0,-4.487009525E0,-4.821238518E0
2.650273201E2,-4.956103325E0,-3.578761101E0,-4.552897453E0
2.650323201E2,-4.328113556E0,-2.539438725E0,-4.559480667E0
2.650373201E2,-3.442784786E0,-1.296624184E0,-4.485515594E0
2.650423201E2,-2.283546925E0,1.502571106E-1,-4.003097534E0
2.650473201E2,-1.135446072E0,1.745686531E0,-3.061229229E0
2.650523201E2,-2.844111919E-1,3.413153648E0,-1.125249863E0
2.650573201E2,2.475005388E-1,4.967052937E0,1.651142120E0
2.650623201E2,4.305651188E-1,6.085330963E0,4.848091125E0
2.650673201E2,1.875820160E-1,6.654194832E0,7.878996849E0
2.650723201E2,-4.265435934E-1,6.634837151E0,1.037867355E1
2.650773201E2,-1.126821041E0,6.042010784E0,1.234396648E1
2.650823201E2,-1.581691027E0,5.141581535E0,1.384846687E1
2.650873201E2,-1.836611509E0,4.224500656E0,1.496213722E1
2.650923201E2,-1.843838573E0,3.487554073E0,1.556852436E1
2.650973201E2,-1.816899538E0,3.102857113E0,1.564024258E1
2.651023201E2,-1.905678391E0,3.208889484E0,1.522272205E1
2.651073201E2,-1.897189260E0,3.584024429E0,1.455812073E1
2.651123201E2,-1.812074065E0,3.957391739E0,1.386636257E1
2.651173201E2,-1.967028737E0,4.202219963E0,1.320182705E1
2.651223201E2,-2.049397469E0,4.009913921E0,1.246714497E1
2.651273201E2,-2.208753586E0,3.575566769E0,1.160532570E1
2.651323201E2,-2.458473206E0,3.102803230E0,1.061111641E1
2.651373201E2,-2.702384949E0,2.619611263E0,9.453454971E0
2.651423201E2,-2.933989048E0,2.211508751E0,8.153415680E0
2.651473201E2,-3.071033001E0,1.876464844E0,6.750303268E0
2.651523201E2,-3.046244860E0,1.623510838E0,5.313669205E0
2.651573201E2,-2.775499582E0,1.414980412E0,4.024514198E0
2.651623201E2,-2.256096363E0,1.215626240E0,3.007397652E0
2.651673201E2,-1.660538793E0,1.071037769E0,2.322788239E0
2.651723201E2,-9.690445662E-1,8.686962128E-1,1.821760178E0
2.651773201E2,-1.970224380E-1,5.935721397E-1,1.323319435E0
2.651823201E2,5.608274937E-1,3.172411919E-1,7.182245255E-1
2.651873201E2,1.287384748E0,-1.840829849E-2,-8.379364014E-2
2.651923201E2,1.911264181E0,-3.110656738E-1,-1.020219326E0
2.651973201E2,2.445139885E0,-6.161475182E-1,-2.079124451E0
2.652023201E2,2.927277565E0,-9.421324730E-1,-3.137975216E0
2.652073201E2,3.338831902E0,-1.276355743E0,-3.953189373E0
2.652123201E2,3.683798313E0,-1.650332928E0,-4.347674847E0
2.652173201E2,3.872932434E0,-2.010574818E0,-4.289445400E0
2.652223201E2,3.849780321E0,-2.336486816E0,-4.059680939E0
2.652273201E2,3.741057396E0,-2.657106638E0,-3.764337063E0
2.652323201E2,3.731161594E0,-3.071884632E0,-3.425590038E0
2.652373201E2,3.779968739E0,-3.557193041E0,-3.133176327E0
2.652423201E2,3.760752201E0,-3.957216263E0,-2.935013294E0
2.652473201E2,3.672295570E0,-4.257952213E0,-2.799837589E0
2.652523201E2,3.593216658E0,-4.466249466E0,-2.705127716E0
2.652573201E2,3.496814251E0,-4.595584869E0,-2.678112984E0
2.652623201E2,3.338089466E0,-4.647415161E0,-2.724999428E0
2.652673201E2,3.164669037E0,-4.640898228E0,-2.759645462E0
2.652723201E2,3.000650883E0,-4.609952927E0,-2.641610622E0
2.652773201E2,2.824285507E0,-4.604266167E0,-2.542184353E0
2.652823201E2,2.540740967E0,-4.564064980E0,-2.452817917E0
2.652873201E2,2.267559290E0,-4.465666771E0,-2.396925449E0
2.652923201E2,2.034269333E0,-4.325258732E0,-2.381715298E0
2.652973201E2,1.867745399E0,-4.166188240E0,-2.518923759E0
2.653023201E2,1.923328519E0,-4.097838879E0,-2.791254520E0
2.653073201E2,2.108773708E0,-3.987500906E0,-3.362168312E0
2.653123201E2,2.388538599E0,-3.786520958E0,-4.215459824E0
2.653173201E2,2.770061493E0,-3.498173714E0,-5.247893333E0
2.653223201E2,3.251282215E0,-3.115076303E0,-6.254558563E0
2.653273201E2,3.723796844E0,-2.678751945E0,-7.121855259E0
2.653323201E2,4.165426731E0,-2.263159752E0,-7.854407310E0
2.653373201E2,4.513424397E0,-1.919831395E0,-8.456842422E0
2.653423201E2,4.805839539E0,-1.613232136E0,-8.877118111E0
2.653473201E2,5.023161411E0,-1.354694128E0,-9.087869644E0
2.653523201E2,5.102060795E0,-1.203395605E0,-9.126068115E0
2.653573201E2,4.988506317E0,-1.120024443E0,-8.912871361E0
2.653623201E2,4.740873337E0,-1.071132183E0,-8.449588776E0
2.653673201E2,4.380213261E0,-1.061139345E0,-7.687656403E0
2.653723201E2,3.834792376E0,-1.117563486E0,-6.674775124E0
2.653773201E2,3.150157213E0,-1.272747278E0,-5.591946602E0
2.653823201E2,2.432153463E0,-1.445112228E0,-4.381734371E0
2.653873201E2,1.690828562E0,-1.584262848E0,-2.893576145E0
2.653923201E2,1.033377051E0,-1.657787323E0,-1.219570637E0
2.653973201E2,5.106947422E-1,-1.655449390E0,4.826021194E-1
2.654023201E2,2.890968323E-1,-1.534110069E0,1.981007576E0
2.654073201E2,5.624953508E-1,-1.308242798E0,3.005729675E0
2.654123201E2,9.278402925E-1,-1.075783253E0,3.661176682E0
2.654173201E2,2.214237690E0,-6.365523338E-1,3.909801483E0
2.654223201E2,3.489916801E0,-6.148600578E-2,3.864912033E0
2.654273201E2,4.346479416E0,8.678522110E-1,3.709576607E0
2.654323201E2,5.160987377E0,1.839839935E0,3.657738686E0
2.654373201E2,6.116746902E0,2.628476620E0,3.834368706E0
2.654423201E2,6.843854427E0,3.348681927E0,4.270879745E0
2.654473201E2,7.095803261E0,3.974392891E0,4.877804756E0
2.654523201E2,6.873969078E0,4.301490784E0,5.601203918E0
2.654573201E2,7.039377689E0,4.103199482E0,6.378358841E0
2.654623201E2,7.429758549E0,3.307765961E0,7.129758835E0
2.654673201E2,7.348175526E0,2.440176010E0,8.115313530E0
2.654723201E2,7.119504929E0,1.537670135E0,9.270191193E0
2.654773201E2,6.479565144E0,4.704566002E-1,1.058936214E1
2.654823201E2,5.293095589E0,-5.774464607E-1,1.202499676E1
2.654873201E2,3.696836948E0,-1.533289433E0,1.318033600E1
2.654923201E2,1.755702257E0,-2.306405067E0,1.382681370E1
2.654973201E2,-1.520872116E-1,-2.640695572E0,1.439158821E1
2.655023201E2,-1.892758250E0,-2.970621586E0,1.456176567E1
2.655073201E2,-3.441558838E0,-3.284220934E0,1.428018475E1
2.655123201E2,-4.742126465E0,-3.542604208E0,1.364809322E1
2.655173201E2,-5.699820518E0,-3.716305494E0,1.255251312E1
2.655223201E2,-6.283443451E0,-3.719396591E0,1.088306999E1
2.655273201E2,-6.631969452E0,-3.445504427E0,8.825770378E0
2.655323201E2,-6.734835148E0,-2.853375435E0,6.546214104E0
2.655373201E2,-6.479995728E0,-2.060396910E0,4.188097000E0
2.655423201E2,-5.835225105E0,-1.240741253E0,1.896775246E0
2.655473201E2,-4.988405704E0,-4.375846386E-1,-1.256752014E-2
2.655523201E2,-3.996733427E0,3.011755943E-1,-1.411299706E0
2.655573201E2,-3.120756149E0,9.842619896E-1,-2.450901031E0
2.655623201E2,-2.458980083E0,1.655202389E0,-3.108506203E0
2.655673201E2,-1.914990783E0,2.278501511E0,-3.421972752E0
2.655723201E2,-1.386387467E0,2.681526184E0,-3.661887169E0
2.655773201E2,-9.477542639E-1,2.957073689E0,-3.812784672E0
2.655823201E2,-5.998193026E-1,3.166891575E0,-3.956841946E0
2.655873201E2,-2.241665125E-1,3.242425919E0,-4.043884754E0
2.655923201E2,1.590660214E-1,3.227130890E0,-3.951979160E0
2.655973201E2,2.572296262E-1,3.222097397E0,-3.704596996E0
2.656023201E2,-2.930462360E-3,3.108058691E0,-3.347887993E0
2.656073201E2,-4.758404493E-1,2.903441668E0,-2.927511215E0
2.656123201E2,-1.096011162E0,2.656659842E0,-2.421709538E0
2.656173201E2,-1.759253263E0,2.496446371E0,-1.853920460E0
2.656223201E2,-2.257942438E0,2.386243582E0,-1.236182690E0
2.656273201E2,-2.543366194E0,2.372515440E0,-6.400165558E-1
2.656323201E2,-2.616730452E0,2.564280510E0,-2.056608200E-1
2.656373201E2,-2.527561426E0,2.873985529E0,8.293151855E-3
2.656423201E2,-2.253821135E0,3.180594444E0,-1.158342361E-1
2.656473201E2,-1.846327066E0,3.478234529E0,-6.998701096E-1
2.656523201E2,-1.375339508E0,3.743264675E0,-1.652719975E0
2.656573201E2,-8.701796532E-1,4.026740551E0,-2.720443726E0
2.656623201E2,-4.139207006E-1,4.210205078E0,-3.680597782E0
2.656673201E2,-6.936460733E-2,4.222327709E0,-4.474223614E0
2.656723201E2,1.418461800E-1,4.032520294E0,-5.050541878E0
2.656773201E2,1.406413317E-1,3.690248013E0,-5.344505310E0
2.656823201E2,2.795636654E-2,3.259175301E0,-5.364890099E0
2.656873201E2,-1.169976592E-1,2.741529465E0,-5.101603508E0
2.656923201E2,-3.345841169E-1,2.197991848E0,-4.788972378E0
2.656973201E2,-5.535036325E-1,1.624278784E0,-4.519848824E0
2.657023201E2,-8.371994495E-1,1.036104202E0,-4.357710361E0
2.657073201E2,-1.088895321E0,6.062991619E-1,-4.247046947E0
2.657123201E2,-1.777693152E0,3.100275993E-2,-4.306932926E0
2.657173201E2,-2.582726717E0,-7.268638611E-1,-4.355158329E0
2.657223201E2,-3.224102497E0,-1.589323521E0,-4.544201851E0
2.657273201E2,-3.925026894E0,-2.462145805E0,-4.830834866E0
2.657323201E2,-4.669427872E0,-3.156666517E0,-5.217929840E0
2.657373201E2,-5.290156364E0,-3.784169674E0,-5.845096111E0
2.657423201E2,-5.752041817E0,-4.164405346E0,-6.585757256E0
2.657473201E2,-6.099357605E0,-4.281097412E0,-7.385529518E0
2.657523201E2,-6.208852768E0,-4.282934666E0,-8.192927361E0
2.657573201E2,-6.122712612E0,-4.220884800E0,-9.044529915E0
2.657623201E2,-5.965847969E0,-4.068374634E0,-9.830549240E0
2.657673201E2,-5.818953037E0,-3.819876671E0,-1.040215492E1
2.657723201E2,-5.469027519E0,-3.539839745E0,-1.058157253E1
2.657773201E2,-4.978154182E0,-3.295396805E0,-1.029878139E1
2.657823201E2,-4.604645252E0,-3.064507484E0,-9.474051476E0
2.657873201E2,-4.453151226E0,-2.807495832E0,-8.143623352E0
2.657923201E2,-4.465246677E0,-2.457996130E0,-6.540269375E0
2.657973201E2,-4.594327927E0,-2.122195721E0,-4.901721954E0
2.658023201E2,-4.895643711E0,-1.878383160E0,-3.397898197E0
2.658073201E2,-5.376418591E0,-1.568770409E0,-2.045953751E0
2.658123201E2,-5.863966942E0,-1.153255939E0,-7.918906212E-1
2.658173201E2,-6.201600075E0,-6.411237717E-1,3.243560791E-1
2.658223201E2,-6.368234158E0,-9.283900261E-2,1.309395790E0
2.658273201E2,-6.408739090E0,4.708552361E-1,2.282629967E0
2.658323201E2,-6.388784885E0,1.055344105E0,3.497531891E0
2.658373201E2,-5.900572777E0,1.685325146E0,5.056362152E0
2.658423201E2,-5.515273571E0,2.457036018E0,6.940748215E0
2.658473201E2,-5.315432549E0,3.249252319E0,9.103170395E0
2.658523201E2,-4.920768738E0,3.656960487E0,1.140649986E1
2.658573201E2,-4.517416954E0,3.603491783E0,1.344591904E1
2.658623201E2,-4.302120686E0,3.252499104E0,1.484517860E1
2.658673201E2,-4.197675228E0,2.706382751E0,1.535418415E1
2.658723201E2,-3.959876776E0,2.018148422E0,1.486652470E1
2.658773201E2,-3.447182178E0,1.394616604E0,1.359218979E1
2.658823201E2,-2.812793255E0,1.088111877E0,1.184307098E1
2.658873201E2,-2.119030714E0,1.112307549E0,9.902113914E0
2.658923201E2,-1.440233231E0,1.304437160E0,8.113692284E0
2.658973201E2,-7.731891870E-1,1.541440487E0,6.807375908E0
2.659023201E2,-1.783447266E-1,1.705884457E0,6.083463669E0
2.659073201E2,3.456717730E-1,1.677827835E0,5.889379501E0
2.659123201E2,6.997264624E-1,1.498121262E0,5.926394463E0
2.659173201E2,9.259911180E-1,1.202780247E0,5.959840775E0
2.659223201E2,1.109498739E0,8.225102425E-1,5.795322418E0
2.659273201E2,1.279694438E0,4.611129761E-1,5.340946198E0
2.659323201E2,1.460121393E0,1.963376999E-1,4.678692818E0
2.659373201E2,1.747585773E0,-4.709720612E-3,3.812120438E0
2.659423201E2,2.072171688E0,-1.763162613E-1,2.846218109E0
2.659473201E2,2.419041872E0,-4.085054398E-1,1.824755669E0
2.659523201E2,2.714010715E0,-6.910161972E-1,7.725152969E-1
2.659573201E2,2.931844473E0,-1.015689373E0,-2.798962593E-1
2.659623201E2,3.070008755E0,-1.384237766E0,-1.319102287E0
2.659673201E2,3.072727680E0,-1.691314936E0,-2.250643253E0
2.659723201E2,3.016364813E0,-1.940767527E0,-3.076952457E0
2.659773201E2,2.976970673E0,-2.155192375E0,-3.713081360E0
2.659823201E2,3.047488928E0,-2.345699310E0,-4.059086323E0
2.659873201E2,3.263779640E0,-2.579922676E0,-4.116304874E0
2.659923201E2,3.525241852E0,-2.854153633E0,-4.099207878E0
2.659973201E2,3.686114311E0,-3.090362072E0,-4.122532368E0
2.660023201E2,3.841632366E0,-3.253848076E0,-4.119456768E0
2.660073201E2,4.060592651E0,-3.379086733E0,-4.046525002E0
2.660123201E2,4.311946869E0,-3.464566708E0,-3.866189957E0
2.660173201E2,4.501889229E0,-3.528795719E0,-3.582340240E0
2.660223201E2,4.706268787E0,-3.605861902E0,-3.266488552E0
2.660273201E2,4.892629623E0,-3.642728329E0,-2.927451611E0
2.660323201E2,5.030797482E0,-3.592402458E0,-2.567576408E0
2.660373201E2,5.094449520E0,-3.480020761E0,-2.205081940E0
2.660423201E2,5.085950375E0,-3.329092979E0,-1.874027252E0
2.660473201E2,5.038075447E0,-3.120262623E0,-1.594662189E0
2.660523201E2,4.994845867E0,-2.865976334E0,-1.429452896E0
2.660573201E2,4.989593506E0,-2.602027893E0,-1.434092522E0
2.660623201E2,4.968610287E0,-2.376680851E0,-1.633373260E0
2.660673201E2,4.949489594E0,-2.167276144E0,-2.033004284E0
2.660723201E2,4.935896397E0,-1.999648452E0,-2.574503899E0
2.660773201E2,4.936930656E0,-1.832375765E0,-3.166249275E0
2.660823201E2,4.945031643E0,-1.683560371E0,-3.746507645E0
2.660873201E2,4.919826508E0,-1.553576708E0,-4.252909184E0
2.660923201E2,4.933566570E0,-1.444462776E0,-4.666042328E0
2.660973201E2,5.016858578E0,-1.355486393E0,-4.954040527E0
2.661023201E2,5.065824509E0,-1.288871288E0,-5.223405838E0
2.661073201E2,5.057466030E0,-1.258831024E0,-5.494462967E0
2.661123201E2,4.987694263E0,-1.280762672E0,-5.676655293E0
2.661173201E2,4.841911316E0,-1.325027943E0,-5.785726547E0
2.661223201E2,4.578093529E0,-1.406970978E0,-5.804529190E0
2.661273201E2,4.193809986E0,-1.553403139E0,-5.752346516E0
2.661323201E2,3.771992683E0,-1.721213341E0,-5.649930000E0
2.661373201E2,3.349540234E0,-1.893893957E0,-5.444405556E0
2.661423201E2,2.984516621E0,-2.073554039E0,-5.173628807E0
2.661473201E2,2.618658066E0,-2.229037762E0,-4.770843506E0
2.661523201E2,2.236960173E0,-2.341947079E0,-4.156186104E0
2.661573201E2,1.968973875E0,-2.464299440E0,-3.213227749E0
2.661623201E2,1.788382411E0,-2.546998978E0,-1.958402634E0
2.661673201E2,1.528278351E0,-2.477747440E0,-4.466600418E-1
2.661723201E2,1.206482649E0,-2.287900448E0,1.267155647E0
2.661773201E2,9.477823973E-1,-2.034218788E0,3.159969330E0
2.661823201E2,8.230164051E-1,-1.700799346E0,4.985363960E0
2.661873201E2,9.060665369E-1,-1.307966471E0,6.435817719E0
2.661923201E2,1.493725300E0,-9.781072140E-1,7.302226067E0
2.661973201E2,2.527800322E0,-7.058000565E-1,7.430693626E0
2.662023201E2,3.426970243E0,-1.744923592E-1,6.831726074E0
2.662073201E2,3.895679474E0,6.551542282E-1,5.607171059E0
2.662123201E2,4.267729759E0,1.613450289E0,4.252328873E0
2.662173201E2,4.811509132E0,2.591855764E0,3.269738197E0
2.662223201E2,5.144074917E0,3.446415901E0,2.872768402E0
2.662273201E2,5.506218433E0,4.098074436E0,3.214303017E0
2.662323201E2,6.092936516E0,4.310812473E0,3.951307297E0
2.662373201E2,5.783397198E0,3.784068108E0,5.213644028E0
2.662423201E2,5.058143616E0,2.953304768E0,6.678200722E0
2.662473201E2,4.116323948E0,1.785375118E0,8.228808403E0
2.662523201E2,3.103052616E0,4.438614845E-1,9.709696770E0
2.662573201E2,1.952435732E0,-8.464686871E-1,1.083362579E1
2.662623201E2,5.789898634E-1,-1.865924597E0,1.143586254E1
2.662673201E2,-8.789123297E-1,-2.421231747E0,1.166793251E1
2.662723201E2,-2.192948341E0,-2.617847681E0,1.157455349E1
2.662773201E2,-3.459171772E0,-2.583004475E0,1.124908066E1
2.662823201E2,-4.547358990E0,-2.403637409E0,1.084011269E1
2.662873201E2,-5.515047073E0,-2.097430706E0,1.035793304E1
2.662923201E2,-6.139096260E0,-1.814943433E0,9.753351212E0
2.662973201E2,-6.300496578E0,-1.599217534E0,9.041732788E0
2.663023201E2,-6.157371521E0,-1.351581097E0,8.126648903E0
2.663073201E2,-5.782881737E0,-1.060676813E0,6.821354866E0
